Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
259,Telangana,LUCKY TRAVELS,A/C Sleeper (2+1),22:45,06:05,07h 20m,INR 1199,27 Seats available,"4.0
18",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
260,Telangana,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,808,28 Seats available,"4.1
93",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
261,Telangana,Mozo travels,A/C Sleeper (2+1),22:00,04:50,06h 50m,INR 1200,15 Seats available,"4.4
13",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
262,Kerala,SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08h 30m,INR 1199,16 Seats available,"4.1
59",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
263,Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08h 25m,INR 800,14 Seats available,"4.1
285",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
264,Kerala,NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08h 45m,INR 1200,16 Seats available,"4.1
293",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
265,Kerala,AdFAST LINE BUS,A/C Sleeper (2+1),21:15,06:15,09h 00m,1069,20 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
266,Kerala,National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,999,13 Seats available,"4.3
19",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
267,Kerala,P K Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 900,16 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
268,Kerala,MMK Travels,A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,INR 899,18 Seats available,"4.4
515",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
269,Kerala,AdSAAM BUS,VE A/C Sleeper (2+1),18:40,06:45,12h 05m,INR 1150,17 Seats available,"4.2
198",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
270,Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,06:30,08h 15m,INR 800,18 Seats available,"4.1
122",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
271,Kerala,P K Travels,A/C Sleeper (2+1),18:45,06:30,11h 45m,INR 1300,6 Seats available,"4.1
115",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
272,Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,20:30,08h 15m,INR 799,21 Seats available,"4.4
234",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
273,Kerala,MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 799,26 Seats available,"4.5
553",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
274,Kerala,SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,INR 899,10 Seats available,"4.1
52",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
275,Kerala,AdSAAM BUS,VE A/C Sleeper (2+1),20:30,06:15,09h 45m,INR 900,4 Seats available,"4.4
145",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
276,Kerala,Silver Line Travels,NON A/C Semi Sleeper (2+2),20:30,05:45,09h 15m,INR 699,6 Seats available,"4.3
268",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
277,Kerala,NS Transports,VE A/C Sleeper (2+1),21:16,06:30,09h 14m,INR 1050,9 Seats available,"4.0
133",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
278,Kerala,MMK Travels,A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 999,12 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
279,Kerala,P K Travels,A/C Seater / Sleeper (2+1),21:45,06:45,09h 00m,810,7 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
280,Kerala,DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,INR 999,8 Seats available,"4.4
303",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
281,Kerala,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,23:10,09h 25m,INR 1400,15 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
282,Kerala,A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,INR 800,12 Seats available,"3.6
94",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
283,Kerala,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,INR 600,27 Seats available,"3.6
34",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
284,Kerala,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,INR 900,13 Seats available,"3.4
29",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
285,Kerala,A1 Travels,NON A/C Semi Sleeper (2+2),22:30,03:00,04h 30m,INR 600,32 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
286,Kerala,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,03:10,03h 40m,INR 899,36 Seats available,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
287,Kerala,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,02:35,03h 05m,INR 899,19 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
288,Kerala,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05:15,05h 20m,INR 630,20 Seats available,"4.5
36",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
289,Kerala,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,670,4 Seats available,"4.0
18",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
290,Kerala,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,05:50,05h 51m,INR 700,2 Seats available,"4.3
12",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
291,Kerala,Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 895,16 Seats available,"3.0
10",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
292,Kerala,Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,INR 600,5 Seats available,"3.4
41",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
293,Kerala,Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,INR 900,28 Seats available,"3.0
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
294,Kerala,Holy Maria Travels,A/C Semi Sleeper (2+2),20:45,01:30,04h 45m,INR 700,34 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
295,Kerala,Holy Maria Travels,A/C Semi Sleeper (2+2),20:50,02:10,05h 20m,INR 799,34 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
296,Kerala,Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,INR 900,13 Seats available,"5.0
22",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
297,Kerala,Sonia Travels,A/C Semi Sleeper (2+2),21:00,02:20,05h 20m,INR 650,20 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
298,Kerala,Cochin Express,A/C Sleeper (2+1),21:15,02:30,05h 15m,INR 900,7 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
299,Kerala,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,INR 700,6 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
300,Kerala,UFO Bus,A/C Sleeper (2+1),21:15,02:45,05h 30m,800,30 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
301,Kerala,Cochin Express,Volvo AC Seater Pushback 2+2,21:15,02:30,05h 15m,INR 660,33 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
302,Kerala,KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:25,07h 55m,INR 740,12 Seats available,"3.3
25",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
303,Kerala,KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,04:46,07h 30m,INR 709,4 Seats available,"4.2
89",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
304,Kerala,KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,INR 750,9 Seats available,"3.7
48",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
305,Kerala,KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:01,06:46,07h 45m,INR 740,3 Seats available,"3.6
50",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
306,Kerala,P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,720,17 Seats available,"4.0
73",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
307,Kerala,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,INR 800,18 Seats available,"4.2
84",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
308,Kerala,NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 1200,15 Seats available,"4.5
261",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
309,Kerala,AdMMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,INR 999,20 Seats available,"4.3
325",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
310,Kerala,Blue Lagoon Holidays,A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,INR 799,36 Seats available,"4.6
16",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
311,Kerala,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,INR 1000,13 Seats available,"4.0
130",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
312,Kerala,Rukma Travels,A/C Seater/Sleeper (2+1),21:30,05:00,07h 30m,INR 999,26 Seats available,"4.3
9",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
313,Kerala,AdSAAM BUS,VE A/C Sleeper (2+1),18:40,04:45,10h 05m,INR 1100,22 Seats available,"4.2
110",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
314,Kerala,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,649,27 Seats available,"3.6
105",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
315,Kerala,Sugama Tourist,NON A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 1000,19 Seats available,"4.0
174",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
316,Kerala,KSRTC (Kerala) - 932,Super Fast Non AC Seater (2+3),11:15,17:00,05h 45m,INR 273,23 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
317,Kerala,KSRTC (Kerala) - 1076,Super Fast Non AC Seater (2+3),13:00,19:15,06h 15m,INR 285,27 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
318,Kerala,KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,18:42,05h 10m,INR 285,9 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
319,Kerala,KSRTC (Kerala) - 897,Super Fast Non AC Seater (2+3),15:01,21:30,06h 29m,INR 273,28 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
320,Kerala,KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,22:25,06h 24m,INR 285,46 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
321,Kerala,KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,INR 273,35 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
322,Kerala,KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:00,00:30,05h 30m,INR 452,4 Seats available,"2.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
323,Kerala,KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:02,02:01,05h 59m,INR 419,1 Seat available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
324,Kerala,KSRTC (Kerala) - 3079,Super Fast Non AC Seater (2+3),21:15,03:20,06h 05m,INR 688,32 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
325,Kerala,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),22:15,03:55,05h 40m,INR 419,1 Seat available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
326,Kerala,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,05:40,06h 40m,INR 319,3 Seats available,"3.2
29",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
327,Kerala,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,18:15,06h 00m,INR 599,21 Seats available,"4.8
25",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
328,Kerala,A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,INR 699,12 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
329,Kerala,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,INR 700,8 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
330,Kerala,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,04:00,07h 00m,INR 599,12 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
331,Kerala,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,20:30,06h 30m,1080,20 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
332,Kerala,KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:03,02:21,07h 18m,INR 548,7 Seats available,"4.4
36",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
333,Kerala,KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:00,05:15,08h 15m,INR 568,1 Seat available,"4.5
38",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
334,Kerala,KSRTC (Kerala) - 2936,Super Fast Non AC Seater (2+3),21:31,05:06,07h 35m,INR 586,14 Seats available,4.3,https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
335,Kerala,Rukma Travels,A/C Seater/Sleeper (2+1),21:00,06:00,09h 00m,INR 999,13 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
336,Kerala,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 900,18 Seats available,"4.3
274",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
337,Kerala,Golden Travels,NON A/C Semi Sleeper (2+2),21:15,05:00,07h 45m,INR 749,15 Seats available,"4.2
12",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
338,Kerala,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,05:15,08h 15m,INR 900,24 Seats available,"4.1
104",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
339,Kerala,Kalpaka Travels 1,NON A/C Seater/ Sleeper (2+1),21:30,05:00,07h 30m,INR 800,10 Seats available,"4.6
34",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
340,Kerala,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,INR 1200,5 Seats available,"4.4
213",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
341,Kerala,Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,04:50,07h 05m,INR 999,9 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
342,Kerala,P K Travels,NON A/C Semi Sleeper (2+2),20:30,06:30,10h 00m,675,5 Seats available,"3.2
52",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
343,Kerala,National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,05:30,08h 15m,649,23 Seats available,"3.5
86",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
344,Kerala,NS Transports,NON A/C Sleeper (2+1),21:45,05:45,08h 00m,INR 850,7 Seats available,"4.0
190",https://www.redbus.in/bus-tickets/kannur-to-bangalore,Kannur to Bangalore
345,Kerala,A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,INR 800,9 Seats available,"4.0
225",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
346,Kerala,BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,1131,13 Seats available,"3.5
108",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
347,Kerala,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,07:40,08h 35m,1099,14 Seats available,"3.5
43",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
348,Kerala,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,INR 600,27 Seats available,"3.0
137",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
349,Kerala,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,INR 900,13 Seats available,"3.2
39",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
350,Kerala,A1 Travels,NON A/C Semi Sleeper (2+2),22:30,07:30,09h 00m,INR 600,32 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
351,Kerala,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,07:30,08h 00m,INR 999,36 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
352,Kerala,Madhavi Travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,INR 1499,11 Seats available,"3.5
75",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
353,Kerala,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08:00,08h 30m,INR 1100,24 Seats available,"2.4
25",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
354,Kerala,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,06:30,08h 45m,INR 700,28 Seats available,"2.2
23",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
355,Kerala,KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),12:02,18:35,06h 33m,INR 273,14 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
356,Kerala,KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),13:25,19:15,05h 50m,INR 285,29 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
357,Kerala,KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),14:01,20:16,06h 15m,INR 273,27 Seats available,"2.5
9",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
358,Kerala,KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),14:46,20:45,05h 59m,INR 396,28 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
359,Kerala,KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,14:50,19:55,05h 05m,INR 586,25 Seats available,"1.8
9",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
360,Kerala,KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),15:45,21:35,05h 50m,INR 285,36 Seats available,"4.6
12",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
361,Kerala,KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,15:55,21:15,05h 20m,INR 463,1 Seat available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
362,Kerala,KSRTC (Kerala) - 1378,AC MULTI AXLE,16:20,21:25,05h 05m,INR 740,27 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
363,Kerala,KSRTC (Kerala) - 712,Super Fast Non AC Seater (2+3),16:45,22:30,05h 45m,INR 285,43 Seats available,"3.6
10",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
364,Kerala,KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),17:00,23:00,06h 00m,INR 285,38 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
365,Kerala,KSRTC (Kerala) - 2472,Garuda Premium,17:00,22:00,05h 00m,INR 1212,25 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
366,Kerala,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,17:30,22:50,05h 20m,INR 586,26 Seats available,"2.7
7",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
367,Kerala,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),17:30,00:01,06h 31m,INR 514,11 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
368,Kerala,KSRTC (Kerala) - 370,AC MULTI AXLE,18:00,22:20,04h 20m,INR 740,31 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
369,Kerala,KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),18:30,00:00,05h 30m,INR 285,32 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
370,Kerala,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),18:51,00:50,05h 59m,INR 463,2 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
371,Kerala,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),19:10,01:20,06h 10m,INR 545,26 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
372,Kerala,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),19:50,01:25,05h 35m,INR 545,1 Seat available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
373,Kerala,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:50,04:24,06h 34m,INR 545,14 Seats available,"3.6
15",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
374,Kerala,KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,05:50,07h 20m,INR 319,11 Seats available,"4.4
23",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
375,Kerala,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,549,16 Seats available,"4.6
35",https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
376,Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),00:10,06:10,06h 00m,INR 800,21 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
377,Kerala,NS Transports,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,INR 800,23 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
378,Kerala,National travels and logistics,NON A/C Sleeper (2+1),00:40,06:15,05h 35m,749,20 Seats available,3.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
379,Kerala,Sam Tourist,NON AC Seater / Sleeper 2+1,00:45,07:05,06h 20m,INR 799,30 Seats available,4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
380,Kerala,KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,18:20,06h 19m,INR 791,25 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
381,Kerala,KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,12:55,19:15,06h 20m,INR 617,3 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
382,Kerala,KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,19:15,05h 29m,INR 873,30 Seats available,"2.1
14",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
383,Kerala,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,21:05,06h 50m,INR 791,26 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
